,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Cluster
397,398,2012-02-02,springer,2012,2,0,4,1,Mist,16.4,19.9,67.3,12.5,190,3571,3761,Transportasi Kerja/Sekolah
398,399,2012-02-03,springer,2012,2,0,5,1,Clear/Cloudy,12.8,15.5,52.7,12.0,310,3841,4151,Cuaca dingin
399,400,2012-02-04,springer,2012,2,0,6,0,Mist,10.8,13.6,78.0,8.2,384,2448,2832,Cuaca dingin
400,401,2012-02-05,springer,2012,2,0,0,0,Mist,10.9,13.2,68.8,11.8,318,2629,2947,Cuaca dingin
401,402,2012-02-06,springer,2012,2,0,1,1,Clear/Cloudy,11.6,14.8,62.2,10.3,206,3578,3784,Cuaca dingin
402,403,2012-02-07,springer,2012,2,0,2,1,Clear/Cloudy,14.5,18.1,49.6,9.9,199,4176,4375,Transportasi Kerja/Sekolah
403,404,2012-02-08,springer,2012,2,0,3,1,Mist,10.5,13.3,72.3,9.0,109,2693,2802,Cuaca dingin
404,405,2012-02-09,springer,2012,2,0,4,1,Clear/Cloudy,10.9,13.1,56.2,13.0,163,3667,3830,Cuaca dingin
405,406,2012-02-10,springer,2012,2,0,5,1,Mist,11.5,14.7,54.0,7.8,227,3604,3831,Cuaca dingin
406,407,2012-02-11,springer,2012,2,0,6,0,Light Rain,9.2,10.5,73.1,19.4,192,1977,2169,Cuaca Buruk
407,408,2012-02-12,springer,2012,2,0,0,0,Clear/Cloudy,5.2,5.1,46.5,27.4,73,1456,1529,Cuaca dingin
408,409,2012-02-13,springer,2012,2,0,1,1,Clear/Cloudy,9.1,11.4,41.1,11.2,94,3328,3422,Cuaca dingin
409,410,2012-02-14,springer,2012,2,0,2,1,Mist,13.1,16.7,50.9,9.5,135,3787,3922,Cuaca dingin
410,411,2012-02-15,springer,2012,2,0,3,1,Clear/Cloudy,14.3,17.6,53.1,12.2,141,4028,4169,Transportasi Kerja/Sekolah
411,412,2012-02-16,springer,2012,2,0,4,1,Mist,13.0,16.5,75.3,6.1,74,2931,3005,Cuaca dingin
412,413,2012-02-17,springer,2012,2,0,5,1,Clear/Cloudy,14.1,17.6,63.5,13.8,349,3805,4154,Transportasi Kerja/Sekolah
413,414,2012-02-18,springer,2012,2,0,6,0,Clear/Cloudy,14.2,17.8,53.5,12.8,1435,2883,4318,Rekreasi dan Liburan
414,415,2012-02-19,springer,2012,2,0,0,0,Mist,11.5,13.3,51.6,17.0,618,2071,2689,Cuaca dingin
415,416,2012-02-20,springer,2012,2,1,1,0,Clear/Cloudy,11.5,13.7,50.8,15.3,502,2627,3129,Cuaca dingin
416,417,2012-02-21,springer,2012,2,0,2,1,Clear/Cloudy,11.8,14.8,59.4,13.8,163,3614,3777,Cuaca dingin
417,418,2012-02-22,springer,2012,2,0,3,1,Clear/Cloudy,16.2,19.6,56.8,15.7,394,4379,4773,Transportasi Kerja/Sekolah
418,419,2012-02-23,springer,2012,2,0,4,1,Clear/Cloudy,18.6,22.2,55.5,12.8,516,4546,5062,Transportasi Kerja/Sekolah
419,420,2012-02-24,springer,2012,2,0,5,1,Mist,16.7,20.5,73.8,15.9,246,3241,3487,Transportasi Kerja/Sekolah
420,421,2012-02-25,springer,2012,2,0,6,0,Clear/Cloudy,11.9,12.8,39.6,28.3,317,2415,2732,Cuaca dingin
421,422,2012-02-26,springer,2012,2,0,0,0,Clear/Cloudy,11.4,13.4,41.0,13.8,515,2874,3389,Cuaca dingin
422,423,2012-02-27,springer,2012,2,0,1,1,Clear/Cloudy,15.0,17.9,49.1,18.0,253,4069,4322,Transportasi Kerja/Sekolah
423,424,2012-02-28,springer,2012,2,0,2,1,Clear/Cloudy,14.7,17.7,39.6,13.0,229,4134,4363,Transportasi Kerja/Sekolah
424,425,2012-02-29,springer,2012,2,0,3,1,Mist,14.1,17.4,80.5,12.0,65,1769,1834,Transportasi Kerja/Sekolah
425,426,2012-03-01,springer,2012,3,0,4,1,Clear/Cloudy,19.9,23.8,61.5,15.2,325,4665,4990,Transportasi Kerja/Sekolah
426,427,2012-03-02,springer,2012,3,0,5,1,Mist,14.5,18.0,65.7,9.7,246,2948,3194,Transportasi Kerja/Sekolah
427,428,2012-03-03,springer,2012,3,0,6,0,Mist,17.0,20.7,62.1,10.8,956,3110,4066,Rekreasi dan Liburan
428,429,2012-03-04,springer,2012,3,0,0,0,Clear/Cloudy,13.4,15.2,40.3,22.4,710,2713,3423,Cuaca dingin
429,430,2012-03-05,springer,2012,3,0,1,1,Clear/Cloudy,10.0,12.1,50.6,15.3,203,3130,3333,Cuaca dingin
430,431,2012-03-06,springer,2012,3,0,2,1,Clear/Cloudy,10.6,12.8,45.7,13.5,221,3735,3956,Cuaca dingin
431,432,2012-03-07,springer,2012,3,0,3,1,Clear/Cloudy,16.6,19.3,51.3,23.2,432,4484,4916,Transportasi Kerja/Sekolah
432,433,2012-03-08,springer,2012,3,0,4,1,Clear/Cloudy,21.6,26.2,56.8,29.6,486,4896,5382,Transportasi Kerja/Sekolah
433,434,2012-03-09,springer,2012,3,0,5,1,Mist,16.8,19.9,40.7,27.8,447,4122,4569,Transportasi Kerja/Sekolah
434,435,2012-03-10,springer,2012,3,0,6,0,Clear/Cloudy,11.8,13.9,35.0,15.1,968,3150,4118,Cuaca dingin
435,436,2012-03-11,springer,2012,3,0,0,0,Clear/Cloudy,14.8,18.0,47.7,14.9,1658,3253,4911,Rekreasi dan Liburan
436,437,2012-03-12,springer,2012,3,0,1,1,Clear/Cloudy,19.1,23.0,48.9,13.9,838,4460,5298,Transportasi Kerja/Sekolah
437,438,2012-03-13,springer,2012,3,0,2,1,Clear/Cloudy,23.2,27.1,61.8,15.9,762,5085,5847,Transportasi Kerja/Sekolah
438,439,2012-03-14,springer,2012,3,0,3,1,Clear/Cloudy,23.5,27.4,50.7,7.7,997,5315,6312,Transportasi Kerja/Sekolah
439,440,2012-03-15,springer,2012,3,0,4,1,Clear/Cloudy,22.9,26.6,58.0,10.0,1005,5187,6192,Transportasi Kerja/Sekolah
440,441,2012-03-16,springer,2012,3,0,5,1,Mist,17.9,21.8,84.2,7.6,548,3830,4378,Transportasi Kerja/Sekolah
441,442,2012-03-17,springer,2012,3,0,6,0,Mist,21.1,25.3,75.6,7.4,3155,4681,7836,Rekreasi dan Liburan
442,443,2012-03-18,springer,2012,3,0,0,0,Mist,19.4,23.2,81.0,8.5,2207,3685,5892,Rekreasi dan Liburan
443,444,2012-03-19,springer,2012,3,0,1,1,Clear/Cloudy,22.3,26.6,72.9,10.9,982,5171,6153,Transportasi Kerja/Sekolah
444,445,2012-03-20,springer,2012,3,0,2,1,Clear/Cloudy,23.0,26.9,80.8,8.1,1051,5042,6093,Transportasi Kerja/Sekolah
445,446,2012-03-21,summer,2012,3,0,3,1,Mist,21.8,25.7,82.1,6.0,1122,5108,6230,Transportasi Kerja/Sekolah
446,447,2012-03-22,summer,2012,3,0,4,1,Clear/Cloudy,22.7,26.6,83.1,7.9,1334,5537,6871,Transportasi Kerja/Sekolah
447,448,2012-03-23,summer,2012,3,0,5,1,Mist,24.7,28.5,69.4,7.8,2469,5893,8362,Transportasi Kerja/Sekolah
448,449,2012-03-24,summer,2012,3,0,6,0,Mist,20.6,24.3,88.5,12.9,1033,2339,3372,Rekreasi dan Liburan
449,450,2012-03-25,summer,2012,3,0,0,0,Mist,17.9,21.9,88.1,14.8,1532,3464,4996,Rekreasi dan Liburan
450,451,2012-03-26,summer,2012,3,0,1,1,Clear/Cloudy,18.3,21.9,47.8,25.9,795,4763,5558,Transportasi Kerja/Sekolah
451,452,2012-03-27,summer,2012,3,0,2,1,Clear/Cloudy,13.3,15.8,29.0,12.5,531,4571,5102,Cuaca dingin
452,453,2012-03-28,summer,2012,3,0,3,1,Clear/Cloudy,19.9,23.5,48.1,19.5,674,5024,5698,Transportasi Kerja/Sekolah
453,454,2012-03-29,summer,2012,3,0,4,1,Clear/Cloudy,20.3,24.1,43.9,21.4,834,5299,6133,Transportasi Kerja/Sekolah
454,455,2012-03-30,summer,2012,3,0,5,1,Mist,15.2,18.8,58.1,9.3,796,4663,5459,Transportasi Kerja/Sekolah
455,456,2012-03-31,summer,2012,3,0,6,0,Mist,17.4,21.1,73.8,16.8,2301,3934,6235,Rekreasi dan Liburan
456,457,2012-04-01,summer,2012,4,0,0,0,Mist,17.5,20.9,67.6,11.5,2347,3694,6041,Rekreasi dan Liburan
457,458,2012-04-02,summer,2012,4,0,1,1,Clear/Cloudy,17.8,21.4,50.4,20.9,1208,4728,5936,Transportasi Kerja/Sekolah
458,459,2012-04-03,summer,2012,4,0,2,1,Clear/Cloudy,19.1,23.1,39.7,6.7,1348,5424,6772,Transportasi Kerja/Sekolah
459,460,2012-04-04,summer,2012,4,0,3,1,Clear/Cloudy,22.2,26.7,47.0,12.1,1058,5378,6436,Transportasi Kerja/Sekolah
460,461,2012-04-05,summer,2012,4,0,4,1,Clear/Cloudy,17.8,21.6,37.4,14.7,1192,5265,6457,Transportasi Kerja/Sekolah
461,462,2012-04-06,summer,2012,4,0,5,1,Clear/Cloudy,16.5,19.5,37.7,20.1,1807,4653,6460,Transportasi Kerja/Sekolah
462,463,2012-04-07,summer,2012,4,0,6,0,Clear/Cloudy,17.9,21.3,25.4,18.4,3252,3605,6857,Rekreasi dan Liburan
463,464,2012-04-08,summer,2012,4,0,0,0,Clear/Cloudy,20.5,24.6,27.6,15.6,2230,2939,5169,Rekreasi dan Liburan
464,465,2012-04-09,summer,2012,4,0,1,1,Clear/Cloudy,20.1,23.8,31.8,24.0,905,4680,5585,Transportasi Kerja/Sekolah
465,466,2012-04-10,summer,2012,4,0,2,1,Clear/Cloudy,18.3,21.8,43.5,16.7,819,5099,5918,Transportasi Kerja/Sekolah
466,467,2012-04-11,summer,2012,4,0,3,1,Clear/Cloudy,14.3,16.9,47.0,19.8,482,4380,4862,Transportasi Kerja/Sekolah
467,468,2012-04-12,summer,2012,4,0,4,1,Clear/Cloudy,16.3,19.4,46.6,19.5,663,4746,5409,Transportasi Kerja/Sekolah
468,469,2012-04-13,summer,2012,4,0,5,1,Clear/Cloudy,18.1,21.6,40.8,10.4,1252,5146,6398,Transportasi Kerja/Sekolah
469,470,2012-04-14,summer,2012,4,0,6,0,Clear/Cloudy,20.3,24.4,50.3,12.8,2795,4665,7460,Rekreasi dan Liburan
470,471,2012-04-15,summer,2012,4,0,0,0,Clear/Cloudy,24.9,28.7,50.8,15.1,2846,4286,7132,Rekreasi dan Liburan
471,472,2012-04-16,summer,2012,4,1,1,0,Clear/Cloudy,27.2,30.7,56.2,19.1,1198,5172,6370,Rekreasi dan Liburan
472,473,2012-04-17,summer,2012,4,0,2,1,Clear/Cloudy,24.9,29.9,39.0,18.3,989,5702,6691,Transportasi Kerja/Sekolah
473,474,2012-04-18,summer,2012,4,0,3,1,Mist,19.0,22.9,56.9,11.3,347,4020,4367,Transportasi Kerja/Sekolah
474,475,2012-04-19,summer,2012,4,0,4,1,Clear/Cloudy,20.4,24.7,61.3,4.4,846,5719,6565,Transportasi Kerja/Sekolah
475,476,2012-04-20,summer,2012,4,0,5,1,Clear/Cloudy,21.6,25.8,69.5,10.0,1340,5950,7290,Transportasi Kerja/Sekolah
476,477,2012-04-21,summer,2012,4,0,6,0,Clear/Cloudy,23.4,27.1,68.3,19.0,2541,4083,6624,Rekreasi dan Liburan
477,478,2012-04-22,summer,2012,4,0,0,0,Light Rain,16.3,19.5,83.5,23.1,120,907,1027,Cuaca Buruk
478,479,2012-04-23,summer,2012,4,0,1,1,Mist,13.2,15.1,76.7,20.3,195,3019,3214,Cuaca dingin
479,480,2012-04-24,summer,2012,4,0,2,1,Clear/Cloudy,16.9,20.3,45.4,16.7,518,5115,5633,Transportasi Kerja/Sekolah
480,481,2012-04-25,summer,2012,4,0,3,1,Clear/Cloudy,19.5,23.5,42.8,8.0,655,5541,6196,Transportasi Kerja/Sekolah
481,482,2012-04-26,summer,2012,4,0,4,1,Mist,20.4,24.2,75.7,11.8,475,4551,5026,Transportasi Kerja/Sekolah
482,483,2012-04-27,summer,2012,4,0,5,1,Clear/Cloudy,18.8,22.6,40.1,23.3,1014,5219,6233,Transportasi Kerja/Sekolah
483,484,2012-04-28,summer,2012,4,0,6,0,Mist,15.4,18.9,49.0,8.7,1120,3100,4220,Rekreasi dan Liburan
484,485,2012-04-29,summer,2012,4,0,0,0,Clear/Cloudy,18.8,22.5,58.7,7.8,2229,4075,6304,Rekreasi dan Liburan
485,486,2012-04-30,summer,2012,4,0,1,1,Mist,19.0,22.9,57.0,11.5,665,4907,5572,Transportasi Kerja/Sekolah
486,487,2012-05-01,summer,2012,5,0,2,1,Mist,25.1,28.9,66.0,10.5,653,5087,5740,Transportasi Kerja/Sekolah
487,488,2012-05-02,summer,2012,5,0,3,1,Clear/Cloudy,23.1,26.9,79.7,9.2,667,5502,6169,Transportasi Kerja/Sekolah
488,489,2012-05-03,summer,2012,5,0,4,1,Mist,23.0,26.9,76.8,9.0,764,5657,6421,Transportasi Kerja/Sekolah
489,490,2012-05-04,summer,2012,5,0,5,1,Clear/Cloudy,25.7,29.5,73.5,10.9,1069,5227,6296,Transportasi Kerja/Sekolah
490,491,2012-05-05,summer,2012,5,0,6,0,Mist,25.5,29.2,75.7,10.3,2496,4387,6883,Rekreasi dan Liburan
491,492,2012-05-06,summer,2012,5,0,0,0,Mist,23.1,27.3,74.0,10.0,2135,4224,6359,Rekreasi dan Liburan
492,493,2012-05-07,summer,2012,5,0,1,1,Mist,22.0,26.4,66.4,15.5,1008,5265,6273,Transportasi Kerja/Sekolah
493,494,2012-05-08,summer,2012,5,0,2,1,Mist,23.8,27.9,68.6,19.8,738,4990,5728,Transportasi Kerja/Sekolah
494,495,2012-05-09,summer,2012,5,0,3,1,Mist,23.6,27.7,74.4,14.5,620,4097,4717,Transportasi Kerja/Sekolah
495,496,2012-05-10,summer,2012,5,0,4,1,Clear/Cloudy,20.7,24.6,55.2,21.0,1026,5546,6572,Transportasi Kerja/Sekolah
496,497,2012-05-11,summer,2012,5,0,5,1,Clear/Cloudy,21.9,26.0,36.0,15.9,1319,5711,7030,Transportasi Kerja/Sekolah
497,498,2012-05-12,summer,2012,5,0,6,0,Clear/Cloudy,23.1,27.2,48.0,8.2,2622,4807,7429,Rekreasi dan Liburan
498,499,2012-05-13,summer,2012,5,0,0,0,Clear/Cloudy,25.1,29.3,57.6,15.1,2172,3946,6118,Rekreasi dan Liburan
499,500,2012-05-14,summer,2012,5,0,1,1,Mist,23.5,27.5,79.0,14.3,342,2501,2843,Transportasi Kerja/Sekolah
500,501,2012-05-15,summer,2012,5,0,2,1,Mist,25.1,28.8,79.5,9.9,625,4490,5115,Transportasi Kerja/Sekolah
501,502,2012-05-16,summer,2012,5,0,3,1,Clear/Cloudy,26.1,29.8,69.8,8.2,991,6433,7424,Transportasi Kerja/Sekolah
502,503,2012-05-17,summer,2012,5,0,4,1,Clear/Cloudy,24.3,28.6,52.0,15.4,1242,6142,7384,Transportasi Kerja/Sekolah
503,504,2012-05-18,summer,2012,5,0,5,1,Clear/Cloudy,23.1,27.6,52.3,9.2,1521,6118,7639,Transportasi Kerja/Sekolah
504,505,2012-05-19,summer,2012,5,0,6,0,Clear/Cloudy,24.6,28.3,45.6,5.6,3410,4884,8294,Rekreasi dan Liburan
505,506,2012-05-20,summer,2012,5,0,0,0,Clear/Cloudy,25.5,29.2,53.0,17.0,2704,4425,7129,Rekreasi dan Liburan
506,507,2012-05-21,summer,2012,5,0,1,1,Mist,24.5,28.3,81.1,15.6,630,3729,4359,Transportasi Kerja/Sekolah
507,508,2012-05-22,summer,2012,5,0,2,1,Mist,25.2,29.0,76.6,7.9,819,5254,6073,Transportasi Kerja/Sekolah
508,509,2012-05-23,summer,2012,5,0,3,1,Mist,25.5,29.2,77.5,6.8,766,4494,5260,Transportasi Kerja/Sekolah
509,510,2012-05-24,summer,2012,5,0,4,1,Clear/Cloudy,26.9,30.3,71.7,11.6,1059,5711,6770,Transportasi Kerja/Sekolah
510,511,2012-05-25,summer,2012,5,0,5,1,Clear/Cloudy,27.9,31.4,74.7,9.4,1417,5317,6734,Transportasi Kerja/Sekolah
511,512,2012-05-26,summer,2012,5,0,6,0,Clear/Cloudy,28.4,32.1,73.2,13.3,2855,3681,6536,Rekreasi dan Liburan
512,513,2012-05-27,summer,2012,5,0,0,0,Clear/Cloudy,28.3,32.1,69.7,14.4,3283,3308,6591,Rekreasi dan Liburan
513,514,2012-05-28,summer,2012,5,1,1,0,Clear/Cloudy,29.2,34.0,67.6,13.2,2557,3486,6043,Rekreasi dan Liburan
514,515,2012-05-29,summer,2012,5,0,2,1,Clear/Cloudy,29.6,33.6,68.5,19.8,880,4863,5743,Transportasi Kerja/Sekolah
515,516,2012-05-30,summer,2012,5,0,3,1,Mist,26.9,30.6,67.0,9.0,745,6110,6855,Transportasi Kerja/Sekolah
516,517,2012-05-31,summer,2012,5,0,4,1,Clear/Cloudy,27.9,31.6,49.3,13.1,1100,6238,7338,Transportasi Kerja/Sekolah
517,518,2012-06-01,summer,2012,6,0,5,1,Mist,26.8,30.4,75.5,15.9,533,3594,4127,Transportasi Kerja/Sekolah
518,519,2012-06-02,summer,2012,6,0,6,0,Clear/Cloudy,23.9,28.3,54.9,12.5,2795,5325,8120,Rekreasi dan Liburan
519,520,2012-06-03,summer,2012,6,0,0,0,Clear/Cloudy,24.7,28.8,49.3,12.3,2494,5147,7641,Rekreasi dan Liburan
520,521,2012-06-04,summer,2012,6,0,1,1,Clear/Cloudy,24.5,28.9,48.7,19.1,1071,5927,6998,Transportasi Kerja/Sekolah
521,522,2012-06-05,summer,2012,6,0,2,1,Mist,22.2,26.3,61.3,14.0,968,6033,7001,Transportasi Kerja/Sekolah
522,523,2012-06-06,summer,2012,6,0,3,1,Clear/Cloudy,22.7,27.1,61.1,5.2,1027,6028,7055,Transportasi Kerja/Sekolah
523,524,2012-06-07,summer,2012,6,0,4,1,Clear/Cloudy,24.7,28.5,56.7,10.5,1038,6456,7494,Transportasi Kerja/Sekolah
524,525,2012-06-08,summer,2012,6,0,5,1,Clear/Cloudy,26.6,29.9,46.8,11.8,1488,6248,7736,Transportasi Kerja/Sekolah
525,526,2012-06-09,summer,2012,6,0,6,0,Clear/Cloudy,29.1,32.4,43.7,9.7,2708,4790,7498,Rekreasi dan Liburan
526,527,2012-06-10,summer,2012,6,0,0,0,Clear/Cloudy,29.8,33.2,53.8,9.0,2224,4374,6598,Rekreasi dan Liburan
527,528,2012-06-11,summer,2012,6,0,1,1,Mist,29.6,33.0,58.8,13.9,1017,5647,6664,Transportasi Kerja/Sekolah
528,529,2012-06-12,summer,2012,6,0,2,1,Mist,26.8,29.9,83.3,14.4,477,4495,4972,Transportasi Kerja/Sekolah
529,530,2012-06-13,summer,2012,6,0,3,1,Clear/Cloudy,26.9,30.6,58.2,23.0,1173,6248,7421,Transportasi Kerja/Sekolah
530,531,2012-06-14,summer,2012,6,0,4,1,Clear/Cloudy,26.6,31.2,57.0,17.0,1180,6183,7363,Transportasi Kerja/Sekolah
531,532,2012-06-15,summer,2012,6,0,5,1,Clear/Cloudy,26.2,30.0,59.0,11.8,1563,6102,7665,Transportasi Kerja/Sekolah
532,533,2012-06-16,summer,2012,6,0,6,0,Clear/Cloudy,25.9,29.7,50.4,11.2,2963,4739,7702,Rekreasi dan Liburan
533,534,2012-06-17,summer,2012,6,0,0,0,Clear/Cloudy,24.3,28.6,59.9,9.7,2634,4344,6978,Rekreasi dan Liburan
534,535,2012-06-18,summer,2012,6,0,1,1,Mist,23.3,27.2,77.8,11.7,653,4446,5099,Transportasi Kerja/Sekolah
535,536,2012-06-19,summer,2012,6,0,2,1,Clear/Cloudy,28.2,32.7,69.0,9.9,968,5857,6825,Transportasi Kerja/Sekolah
536,537,2012-06-20,summer,2012,6,0,3,1,Clear/Cloudy,32.1,36.0,59.2,7.6,872,5339,6211,Transportasi Kerja/Sekolah
537,538,2012-06-21,fall,2012,6,0,4,1,Clear/Cloudy,33.0,37.6,56.8,8.0,778,5127,5905,Transportasi Kerja/Sekolah
538,539,2012-06-22,fall,2012,6,0,5,1,Clear/Cloudy,31.9,36.2,57.4,12.3,964,4859,5823,Transportasi Kerja/Sekolah
539,540,2012-06-23,fall,2012,6,0,6,0,Clear/Cloudy,30.0,32.6,53.5,12.0,2657,4801,7458,Rekreasi dan Liburan
540,541,2012-06-24,fall,2012,6,0,0,0,Clear/Cloudy,30.5,33.7,47.9,9.8,2551,4340,6891,Rekreasi dan Liburan
541,542,2012-06-25,fall,2012,6,0,1,1,Clear/Cloudy,29.3,32.7,50.4,20.1,1139,5640,6779,Transportasi Kerja/Sekolah
542,543,2012-06-26,fall,2012,6,0,2,1,Clear/Cloudy,25.9,29.7,37.3,23.3,1077,6365,7442,Transportasi Kerja/Sekolah
543,544,2012-06-27,fall,2012,6,0,3,1,Clear/Cloudy,28.6,32.0,36.0,18.2,1077,6258,7335,Transportasi Kerja/Sekolah
544,545,2012-06-28,fall,2012,6,0,4,1,Clear/Cloudy,30.7,33.8,42.2,11.5,921,5958,6879,Transportasi Kerja/Sekolah
545,546,2012-06-29,fall,2012,6,0,5,1,Clear/Cloudy,34.2,39.3,48.9,11.1,829,4634,5463,Transportasi Kerja/Sekolah
546,547,2012-06-30,fall,2012,6,0,6,0,Clear/Cloudy,31.4,34.4,60.1,10.8,1455,4232,5687,Rekreasi dan Liburan
547,548,2012-07-01,fall,2012,7,0,0,0,Clear/Cloudy,33.4,37.5,51.9,11.3,1421,4110,5531,Rekreasi dan Liburan
548,549,2012-07-02,fall,2012,7,0,1,1,Clear/Cloudy,32.0,35.1,44.7,13.1,904,5323,6227,Transportasi Kerja/Sekolah
549,550,2012-07-03,fall,2012,7,0,2,1,Clear/Cloudy,32.0,35.1,49.2,8.5,1052,5608,6660,Transportasi Kerja/Sekolah
550,551,2012-07-04,fall,2012,7,1,3,0,Clear/Cloudy,32.4,36.6,53.9,9.0,2562,4841,7403,Rekreasi dan Liburan
551,552,2012-07-05,fall,2012,7,0,4,1,Clear/Cloudy,33.9,38.1,45.8,13.0,1405,4836,6241,Transportasi Kerja/Sekolah
552,553,2012-07-06,fall,2012,7,0,5,1,Clear/Cloudy,34.0,37.6,45.1,9.8,1366,4841,6207,Transportasi Kerja/Sekolah
553,554,2012-07-07,fall,2012,7,0,6,0,Clear/Cloudy,35.3,40.2,49.2,11.0,1448,3392,4840,Rekreasi dan Liburan
554,555,2012-07-08,fall,2012,7,0,0,0,Clear/Cloudy,33.7,39.5,57.4,8.4,1203,3469,4672,Rekreasi dan Liburan
555,556,2012-07-09,fall,2012,7,0,1,1,Mist,29.1,32.7,68.3,12.1,998,5571,6569,Transportasi Kerja/Sekolah
556,557,2012-07-10,fall,2012,7,0,2,1,Mist,29.6,33.2,66.8,10.2,954,5336,6290,Transportasi Kerja/Sekolah
557,558,2012-07-11,fall,2012,7,0,3,1,Clear/Cloudy,29.4,32.5,63.3,10.2,975,6289,7264,Transportasi Kerja/Sekolah
558,559,2012-07-12,fall,2012,7,0,4,1,Clear/Cloudy,29.3,32.7,53.0,9.8,1032,6414,7446,Transportasi Kerja/Sekolah
559,560,2012-07-13,fall,2012,7,0,5,1,Mist,30.0,33.4,48.6,5.4,1511,5988,7499,Transportasi Kerja/Sekolah
560,561,2012-07-14,fall,2012,7,0,6,0,Mist,28.8,33.3,69.9,9.6,2355,4614,6969,Rekreasi dan Liburan
561,562,2012-07-15,fall,2012,7,0,0,0,Clear/Cloudy,30.6,35.3,71.8,11.2,1920,4111,6031,Rekreasi dan Liburan
562,563,2012-07-16,fall,2012,7,0,1,1,Clear/Cloudy,31.3,36.2,64.5,11.0,1088,5742,6830,Transportasi Kerja/Sekolah
563,564,2012-07-17,fall,2012,7,0,2,1,Clear/Cloudy,33.6,37.8,50.6,7.7,921,5865,6786,Transportasi Kerja/Sekolah
564,565,2012-07-18,fall,2012,7,0,3,1,Clear/Cloudy,32.5,37.3,57.7,9.2,799,4914,5713,Transportasi Kerja/Sekolah
565,566,2012-07-19,fall,2012,7,0,4,1,Clear/Cloudy,31.6,35.7,60.0,11.1,888,5703,6591,Transportasi Kerja/Sekolah
566,567,2012-07-20,fall,2012,7,0,5,1,Mist,27.3,30.7,84.4,14.0,747,5123,5870,Transportasi Kerja/Sekolah
567,568,2012-07-21,fall,2012,7,0,6,0,Light Rain,24.4,27.5,86.5,14.3,1264,3195,4459,Cuaca Buruk
568,569,2012-07-22,fall,2012,7,0,0,0,Mist,27.4,31.2,76.2,6.3,2544,4866,7410,Rekreasi dan Liburan
569,570,2012-07-23,fall,2012,7,0,1,1,Clear/Cloudy,30.4,34.5,69.4,9.3,1135,5831,6966,Transportasi Kerja/Sekolah
570,571,2012-07-24,fall,2012,7,0,2,1,Clear/Cloudy,30.8,35.3,65.5,14.2,1140,6452,7592,Transportasi Kerja/Sekolah
571,572,2012-07-25,fall,2012,7,0,3,1,Clear/Cloudy,29.7,32.7,45.0,11.0,1383,6790,8173,Transportasi Kerja/Sekolah
572,573,2012-07-26,fall,2012,7,0,4,1,Clear/Cloudy,31.8,37.0,59.7,19.1,1036,5825,6861,Transportasi Kerja/Sekolah
573,574,2012-07-27,fall,2012,7,0,5,1,Clear/Cloudy,32.0,36.7,59.5,10.3,1259,5645,6904,Transportasi Kerja/Sekolah
574,575,2012-07-28,fall,2012,7,0,6,0,Clear/Cloudy,31.0,34.9,61.3,10.5,2234,4451,6685,Rekreasi dan Liburan
575,576,2012-07-29,fall,2012,7,0,0,0,Clear/Cloudy,29.6,33.4,62.4,11.4,2153,4444,6597,Rekreasi dan Liburan
576,577,2012-07-30,fall,2012,7,0,1,1,Clear/Cloudy,30.0,34.2,66.9,10.3,1040,6065,7105,Transportasi Kerja/Sekolah
577,578,2012-07-31,fall,2012,7,0,2,1,Clear/Cloudy,29.2,33.1,70.4,11.1,968,6248,7216,Transportasi Kerja/Sekolah
578,579,2012-08-01,fall,2012,8,0,3,1,Clear/Cloudy,29.4,33.4,67.8,9.5,1074,6506,7580,Transportasi Kerja/Sekolah
579,580,2012-08-02,fall,2012,8,0,4,1,Clear/Cloudy,30.9,35.4,66.0,8.7,983,6278,7261,Transportasi Kerja/Sekolah
580,581,2012-08-03,fall,2012,8,0,5,1,Mist,31.4,36.1,64.2,14.5,1328,5847,7175,Transportasi Kerja/Sekolah
581,582,2012-08-04,fall,2012,8,0,6,0,Clear/Cloudy,32.5,37.6,61.3,17.2,2345,4479,6824,Rekreasi dan Liburan
582,583,2012-08-05,fall,2012,8,0,0,0,Clear/Cloudy,31.5,36.6,65.2,19.5,1707,3757,5464,Rekreasi dan Liburan
583,584,2012-08-06,fall,2012,8,0,1,1,Mist,30.9,35.5,65.4,8.7,1233,5780,7013,Transportasi Kerja/Sekolah
584,585,2012-08-07,fall,2012,8,0,2,1,Mist,30.2,34.9,70.4,7.8,1278,5995,7273,Transportasi Kerja/Sekolah
585,586,2012-08-08,fall,2012,8,0,3,1,Mist,30.8,35.4,67.3,7.4,1263,6271,7534,Transportasi Kerja/Sekolah
586,587,2012-08-09,fall,2012,8,0,4,1,Clear/Cloudy,31.0,35.0,62.0,10.5,1196,6090,7286,Transportasi Kerja/Sekolah
587,588,2012-08-10,fall,2012,8,0,5,1,Mist,29.3,33.4,71.6,16.0,1065,4721,5786,Transportasi Kerja/Sekolah
588,589,2012-08-11,fall,2012,8,0,6,0,Mist,28.4,31.9,73.3,13.8,2247,4052,6299,Rekreasi dan Liburan
589,590,2012-08-12,fall,2012,8,0,0,0,Clear/Cloudy,28.7,32.2,53.0,8.2,2182,4362,6544,Rekreasi dan Liburan
